"ft_dem","ft_rep","ft_lib","ft_con","ft_bigbiz","ft_unions","ft_xtnfund","ft_feminists","ft_gays","ft_trans","ft_muslims","ft_christians","ft_jews","ft_white","ft_black","ft_latino","ft_asian","ft_police","ft_blm","ft_maga","ft_nra","ft_rurams","ft_illegimmig","ft_dempres_pre","ft_reppres_pre","ft_biden_pre","ft_rfkJR_pre"
70,70,50,50,50,50,50,50,50,50,50,50,50,NA,NA,NA,NA,70,50,50,50,50,NA,40,60,40,50
10,65,60,50,45,70,55,65,50,40,50,70,50,40,NA,80,50,65,65,40,40,50,20,5,70,15,40
60,0,30,30,55,60,15,50,80,15,20,60,80,50,50,80,60,80,30,0,5,60,50,60,0,95,0
70,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,5,85,45
50,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,70,50,50
100,30,60,70,70,60,60,70,0,0,30,70,70,70,70,70,50,85,70,30,40,85,70,100,40,100,50
75,10,85,15,50,60,0,70,100,85,85,40,85,40,85,85,85,85,85,0,30,70,85,95,0,70,0
40,15,30,30,30,50,0,60,85,85,50,50,85,100,100,100,100,85,30,15,30,85,40,70,15,60,50
65,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,85,0
60,40,50,60,85,50,100,0,15,50,50,100,50,100,70,80,90,85,50,0,50,75,NA,55,15,50,50
30,70,10,90,20,50,30,30,30,0,50,NA,50,50,50,50,50,70,0,100,50,50,0,0,100,0,50
5,90,30,85,40,50,85,20,40,15,40,90,70,85,85,85,85,80,15,90,85,85,0,0,100,5,85
15,70,15,100,60,60,60,50,30,15,15,100,100,85,60,70,60,85,50,50,70,100,40,15,85,0,70
10,90,10,90,50,30,50,30,0,0,15,100,70,100,40,40,40,86,0,80,75,60,0,0,80,0,NA
70,0,70,100,50,50,70,85,100,50,100,100,100,15,60,40,50,70,100,50,50,100,0,50,0,15,60
70,0,70,30,85,60,0,85,100,85,30,85,100,100,100,85,100,85,30,0,15,85,30,100,0,90,0
40,0,60,30,15,70,0,80,90,85,60,60,95,75,90,90,90,60,60,0,0,60,85,85,0,70,0
70,10,55,15,10,65,0,65,100,95,90,35,90,NA,85,85,85,45,75,0,10,60,70,85,0,70,35
0,100,40,100,50,60,50,0,50,50,50,100,50,50,50,50,50,100,50,100,85,100,30,0,100,0,50
75,10,75,15,25,75,20,90,50,50,100,100,100,75,100,100,100,40,90,0,10,50,50,90,0,80,40
30,85,40,100,85,40,100,60,100,0,85,100,100,85,85,70,70,100,15,100,100,100,0,0,100,15,60
0,100,15,85,15,50,85,15,85,85,60,85,70,70,40,30,85,70,15,85,70,85,NA,0,100,0,50
0,100,50,60,50,50,50,50,0,0,50,50,50,85,85,NA,85,100,50,60,100,50,15,0,100,0,50
0,85,0,100,60,50,10,0,30,0,0,100,85,100,100,100,100,60,NA,100,100,NA,0,0,100,0,100
15,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,5,50
0,100,40,100,70,50,50,70,100,50,50,100,100,85,85,85,85,100,30,100,85,100,NA,0,85,0,70
40,85,20,75,65,30,90,35,40,10,35,90,60,70,70,70,70,75,10,70,60,85,20,15,70,15,70
90,10,80,50,50,90,0,90,90,80,90,90,90,90,90,90,90,70,90,0,0,80,75,100,0,90,0
70,0,50,40,15,40,0,55,55,55,50,40,55,50,50,50,75,50,70,0,0,60,50,70,0,70,0
70,0,15,15,15,60,0,60,30,15,15,70,15,50,85,60,30,40,30,0,40,15,60,85,0,70,50
15,85,20,70,85,40,68,40,30,39,60,100,99,100,100,100,10,25,15,70,50,85,5,30,70,15,NA
60,50,50,40,60,60,60,0,15,0,15,NA,50,50,50,30,70,40,15,50,70,70,0,60,15,0,15
50,90,60,60,70,70,0,10,15,15,0,0,0,100,100,80,100,85,0,40,10,80,70,50,80,50,50
50,50,50,50,40,50,50,50,40,40,50,50,50,50,50,50,50,70,85,50,50,50,50,50,50,50,50
60,30,70,15,50,40,0,85,100,50,40,60,85,50,50,NA,50,NA,15,0,0,60,5,85,0,60,0
0,95,40,95,50,50,50,40,20,0,50,95,50,50,50,50,50,100,0,100,95,100,0,0,99,0,95
60,70,80,40,20,40,15,85,85,60,50,70,85,50,70,70,60,40,60,0,0,40,50,85,15,60,40
50,30,40,0,100,0,0,50,0,0,100,100,0,0,85,70,20,0,0,0,100,0,0,50,50,30,50
40,60,40,60,15,70,0,85,60,60,40,85,50,85,70,70,85,60,40,40,0,85,30,30,60,15,85
100,85,30,50,50,15,0,85,100,50,50,100,70,50,100,0,50,30,100,0,30,50,0,90,0,100,50
100,0,30,50,75,50,0,100,85,100,85,100,85,85,100,100,100,85,100,0,50,70,85,100,0,100,3
100,0,70,0,50,100,0,60,100,100,100,60,100,15,100,50,100,70,50,0,50,50,70,100,0,85,0
100,50,0,50,50,NA,100,0,0,50,85,100,NA,15,100,NA,NA,0,100,0,0,0,NA,70,NA,50,0
100,15,50,50,60,70,50,70,50,50,60,60,50,70,100,50,50,85,85,50,40,NA,40,1,0,85,0
100,15,85,0,30,85,40,85,85,60,70,85,70,NA,100,60,30,60,85,0,15,0,50,100,0,100,0
85,15,100,15,30,85,0,100,100,100,100,40,100,60,85,70,85,15,85,0,0,15,60,85,0,85,0
85,0,85,50,85,50,50,100,50,50,100,100,100,85,100,100,100,60,100,0,15,100,100,100,0,70,30
94,50,50,50,50,85,50,50,50,50,50,50,50,50,50,50,50,50,50,15,50,50,NA,95,10,35,58
65,0,60,0,0,100,0,70,100,100,70,40,100,30,70,100,85,30,100,0,0,50,40,85,0,60,0
15,60,15,85,50,50,85,50,15,15,50,100,85,100,85,85,85,85,0,85,15,100,40,30,60,30,85
85,30,50,50,50,50,15,50,50,50,50,50,50,50,40,50,50,70,50,15,50,50,50,70,0,50,40
70,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,15,60,15
85,15,30,30,15,30,30,15,100,30,70,70,50,40,85,50,40,70,100,0,85,50,50,100,0,85,0
50,40,60,60,50,60,50,60,60,60,60,60,60,50,50,44,50,30,60,40,44,50,45,55,80,60,50
85,0,60,50,40,60,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,15,70,0,85,0
50,60,50,50,60,70,40,70,100,70,60,70,50,70,70,60,70,30,85,50,70,50,40,15,70,15,85
50,30,60,65,65,70,30,85,100,90,60,65,100,80,80,65,80,80,100,0,50,85,50,70,0,45,65
30,60,15,85,60,40,60,30,50,0,50,85,70,85,70,70,85,100,0,85,60,85,NA,15,70,15,60
0,85,40,NA,NA,50,50,15,50,40,50,70,50,NA,NA,NA,NA,100,NA,100,85,NA,NA,0,100,0,70
0,85,15,70,40,50,15,40,100,15,50,50,85,100,100,100,100,85,0,100,70,50,0,0,100,0,50
60,0,50,15,0,60,0,15,50,15,50,50,50,50,60,50,50,15,50,0,0,60,40,85,0,60,50
70,0,30,30,100,50,100,100,100,100,100,NA,100,100,100,100,100,70,0,0,70,100,100,70,0,30,0
54,70,75,20,10,80,75,25,10,10,75,100,100,80,90,80,80,10,35,60,80,100,75,30,60,45,65
85,0,100,0,15,85,0,100,100,100,100,0,100,60,100,85,100,0,100,0,0,15,100,85,0,60,0
85,0,85,0,40,85,0,60,85,70,50,60,70,50,50,50,60,70,60,0,0,70,50,85,0,70,15
100,0,100,40,50,85,85,70,50,50,50,100,85,60,NA,50,70,100,100,0,15,60,50,100,0,100,0
70,0,60,50,30,60,0,70,NA,50,40,50,85,70,70,70,NA,70,50,0,0,50,50,85,0,85,0
100,0,85,15,60,85,15,85,50,50,50,60,70,50,50,85,50,60,50,0,0,50,50,100,0,100,0
85,0,85,15,15,100,0,70,100,100,100,50,100,70,70,90,85,80,70,0,0,80,85,70,0,85,0
30,60,70,50,10,70,0,70,80,60,50,60,80,70,70,60,70,70,30,0,10,50,30,20,40,33,70
60,15,60,30,10,65,0,60,60,50,45,45,50,50,55,55,55,45,55,0,0,40,40,75,0,60,15
85,0,70,15,50,70,0,50,50,50,40,40,50,50,50,50,50,70,50,0,0,50,60,85,0,85,0
60,60,70,60,40,70,40,60,70,60,70,NA,70,70,70,70,70,85,60,40,40,70,40,40,30,70,50
10,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,60,15,50
40,60,40,85,50,85,100,60,85,50,100,100,100,85,85,85,85,70,50,40,50,40,60,15,70,15,50
2,87,50,50,65,30,50,10,0,0,50,NA,55,50,50,50,50,100,0,50,50,50,50,100,0,40,100
40,0,40,40,40,60,40,50,70,40,50,50,50,85,85,85,85,70,40,0,40,50,85,40,0,40,NA
70,0,85,50,40,60,0,100,100,70,70,70,85,85,85,85,70,70,100,0,0,100,50,85,0,65,0
50,40,50,50,50,50,70,50,50,50,50,100,85,85,85,85,85,50,50,0,50,50,70,60,50,50,50
0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85,15,100
50,50,50,50,50,0,50,40,100,100,50,100,50,20,20,15,20,15,100,50,40,85,50,60,0,30,60
60,0,50,50,85,85,50,50,50,50,50,60,60,100,100,50,50,0,100,50,100,50,50,85,0,85,0
70,0,85,5,30,70,70,80,85,85,85,70,70,40,100,60,40,30,90,0,0,40,35,85,0,70,0
90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0,90,0
60,0,70,20,50,60,10,50,85,40,20,40,60,50,50,50,50,75,30,0,20,40,40,80,0,70,30
50,40,70,45,55,85,30,55,50,50,60,85,80,55,80,90,NA,50,90,0,0,60,90,60,15,60,60
85,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,15,85,60
100,70,70,40,60,40,60,70,40,50,70,85,60,70,70,70,NA,85,100,30,60,70,60,100,0,85,0
60,85,70,15,70,85,15,85,100,85,85,70,85,85,15,85,100,85,15,15,60,60,NA,15,70,15,60
100,50,100,100,100,100,100,85,85,85,85,NA,85,100,100,100,100,100,100,100,100,85,85,85,15,100,85
100,60,50,50,60,100,85,60,60,60,100,NA,100,100,100,100,100,100,100,70,40,85,40,100,60,100,100
100,0,85,0,10,90,0,90,100,65,25,10,90,10,70,70,50,10,40,0,0,20,40,100,0,100,0
75,15,85,40,60,50,35,100,85,70,80,90,85,100,100,100,100,70,80,0,10,50,70,75,0,65,NA
77,0,60,10,10,100,0,85,85,85,85,85,85,60,85,85,85,60,60,0,0,40,50,85,0,100,0
85,15,85,5,30,70,0,85,95,90,50,35,75,40,90,90,90,15,90,0,30,40,65,90,0,70,10
90,0,70,13,2,90,5,89,100,100,80,49,79,92,98,99,99,50,85,0,2,70,98,80,0,70,60
70,40,60,30,0,60,40,50,85,60,50,85,50,70,70,70,70,85,30,40,40,100,30,60,0,40,60
25,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,90,15,80
40,40,40,40,60,50,70,40,50,50,50,60,50,50,50,50,50,85,40,0,15,50,15,30,10,20,0
75,0,65,25,15,65,10,90,95,100,75,25,95,50,50,50,50,35,95,0,10,50,50,100,0,75,15
52,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,40,70,50
75,35,65,15,40,70,15,80,80,80,65,65,65,60,60,60,60,65,70,0,0,60,75,85,0,75,55
70,15,75,40,20,85,10,85,100,100,100,40,100,20,40,40,40,40,100,0,20,30,60,85,0,100,15
40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,50,15,60
60,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,70,0,50,50
60,15,60,15,50,100,50,85,100,85,85,85,85,60,100,100,100,70,100,0,50,50,70,85,0,60,NA
15,85,50,50,50,50,50,50,50,50,50,NA,50,50,50,50,50,85,50,90,50,50,50,15,85,0,50
40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,15,30,30
0,85,30,70,40,50,40,40,50,50,50,70,70,70,70,85,70,100,30,85,60,85,15,0,100,0,30
60,50,50,50,40,50,40,40,85,70,50,50,50,50,50,NA,60,70,50,60,40,50,40,50,60,50,50
100,0,60,15,40,50,50,60,50,50,85,NA,85,60,85,85,85,30,100,0,0,50,50,100,0,100,0
70,30,70,50,35,40,0,50,50,50,50,45,50,60,60,60,60,45,55,0,45,65,55,60,0,60,70
70,15,70,30,40,60,30,70,50,40,50,40,85,85,85,85,85,85,60,0,15,50,70,70,0,70,40
60,15,70,45,45,70,35,75,70,40,60,70,80,77,65,70,75,60,60,NA,10,70,45,70,0,60,0
70,10,70,15,30,65,20,60,80,95,70,NA,80,40,60,50,60,70,60,10,10,40,50,85,0,70,0
40,40,40,50,60,60,50,50,80,50,70,60,70,60,60,40,60,70,40,30,50,70,60,70,15,70,30
40,0,40,50,50,60,40,50,50,50,50,40,50,50,50,50,50,50,50,0,0,60,40,85,0,50,0
85,15,85,45,50,90,20,85,85,85,90,60,90,85,85,85,85,70,85,5,5,60,85,85,0,70,20
60,30,50,50,50,60,50,50,40,40,50,50,50,30,50,50,50,30,50,30,30,40,40,60,15,50,60
0,85,15,70,40,30,70,50,50,15,0,70,100,85,60,85,85,100,40,85,40,100,0,0,100,0,40
100,0,100,0,7,90,0,40,60,40,55,60,100,50,95,45,60,60,70,0,0,35,60,85,15,85,5
50,15,65,60,60,60,40,70,60,60,60,70,70,75,75,75,75,65,80,40,0,60,65,50,15,40,0
70,15,95,60,60,60,0,80,100,100,95,70,50,90,85,85,85,65,90,50,0,85,70,85,0,85,0
95,10,NA,40,40,60,30,85,85,70,70,70,70,85,NA,85,90,NA,60,0,0,85,50,100,0,85,0
0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95,0,50
15,60,40,70,70,30,15,35,75,15,50,60,85,85,75,85,80,85,0,40,60,85,30,30,60,15,30
15,85,30,85,50,30,40,15,70,40,50,85,85,85,70,85,85,100,15,70,70,85,0,0,70,15,60
75,0,60,50,60,80,20,50,50,50,50,50,80,85,75,80,75,70,50,10,10,70,60,75,0,80,10
70,40,70,60,60,85,40,85,100,85,60,50,100,70,100,100,100,75,85,15,75,50,85,60,15,50,70
50,15,60,50,50,60,60,100,100,100,100,70,100,50,100,50,50,60,100,50,40,100,60,50,30,40,0
85,20,80,10,40,NA,50,NA,NA,50,NA,58,NA,85,70,70,75,50,NA,0,NA,NA,50,70,15,70,50
40,60,40,40,15,50,0,70,85,50,50,85,100,50,50,100,50,70,30,15,60,50,30,60,70,15,0
85,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,50,0
15,0,30,15,0,100,0,100,100,100,100,100,100,100,100,100,100,0,100,0,0,100,100,30,0,30,50
60,40,50,60,60,70,50,60,50,40,40,60,40,50,50,100,70,60,70,60,50,70,40,70,30,50,85
51,0,70,0,0,100,0,100,100,100,60,30,60,60,60,60,60,0,100,0,0,50,60,85,0,60,5
0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85,0,30
50,50,60,60,70,80,60,60,60,60,80,60,80,100,100,100,100,60,80,60,30,60,100,50,60,30,30
60,30,50,50,40,50,40,50,50,50,50,50,70,100,100,100,100,50,50,50,50,70,85,70,0,60,40
65,65,75,65,65,58,75,100,40,30,5,NA,65,70,80,95,65,70,85,NA,40,68,85,65,45,25,70
20,20,80,100,75,60,40,80,0,0,15,100,100,100,NA,100,100,100,0,0,85,100,20,0,20,0,80
15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,15,85
70,0,85,50,50,0,50,70,85,85,50,85,85,85,85,85,85,100,85,50,50,50,85,85,0,85,50
85,15,40,40,40,60,40,50,70,60,50,85,50,40,85,50,50,40,85,40,40,90,50,70,40,60,15
0,8,50,50,85,100,50,50,0,0,50,70,50,50,50,50,50,50,0,100,50,50,50,0,100,0,0
0,65,0,78,30,50,60,50,50,45,50,NA,85,85,85,85,85,95,0,80,90,85,0,0,100,0,85
85,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,40,90,50
100,60,100,50,100,100,100,0,100,100,50,100,100,50,50,50,50,40,100,0,50,50,50,100,60,60,60
70,50,60,60,40,70,50,60,40,30,40,85,70,85,40,85,60,60,50,40,40,70,40,70,30,85,50
90,15,50,70,50,85,85,NA,50,40,NA,85,60,60,85,60,60,85,100,0,NA,85,50,100,0,95,50
50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,20,50,30,100
0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,50
15,85,50,50,50,60,60,40,50,40,40,100,70,70,60,70,60,80,50,50,60,60,40,30,70,40,50
6,0,50,70,50,50,50,70,50,50,50,50,50,50,50,50,50,85,50,0,50,NA,50,85,0,40,50
85,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0,85,15
60,15,70,60,30,85,15,60,60,60,50,70,60,60,NA,60,70,60,60,0,15,70,50,75,0,85,0
25,25,65,55,40,55,55,30,70,0,40,75,60,80,55,25,45,80,40,75,70,55,45,20,80,25,15
95,0,50,50,40,70,50,15,50,0,50,NA,50,50,50,50,50,35,45,25,50,65,70,100,0,100,0
30,60,50,60,40,70,40,50,50,40,40,50,50,60,60,60,70,60,40,50,70,70,15,40,60,40,40
0,60,30,60,70,50,50,40,50,40,50,85,70,85,70,70,100,100,0,100,100,100,0,0,100,0,85
15,85,40,100,85,70,85,70,50,50,85,100,100,NA,85,85,85,100,40,100,70,85,0,0,85,0,70
40,15,60,50,40,60,40,50,50,40,40,50,40,50,40,60,60,40,40,30,30,50,40,50,30,40,15
0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85,15,0
50,50,60,40,40,30,50,60,75,70,50,50,70,50,75,75,75,60,70,15,50,85,70,85,40,60,50
0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,50,30,30
70,40,50,70,60,100,50,85,85,85,85,50,85,100,100,100,50,70,100,50,100,85,0,85,0,0,70
60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,60,NA
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,40,15,0
75,15,100,20,30,50,20,100,100,100,50,20,100,50,85,85,85,30,100,0,50,50,85,40,30,50,60
100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,0
40,85,0,100,60,65,90,35,55,45,20,100,70,100,60,40,45,70,50,65,100,79,30,40,70,60,60
30,15,60,30,30,85,30,70,100,85,70,40,70,50,50,50,50,40,70,15,30,50,50,60,15,40,0
60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,60,100,60
60,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,85,30,50
15,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,85,30,60
60,60,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,100,0,70
50,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,30,50
0,100,0,100,85,50,90,30,70,50,30,NA,100,100,100,100,100,100,0,100,100,100,0,0,100,0,70
40,30,40,30,15,55,0,50,50,60,70,90,50,60,85,90,85,60,85,0,2,70,NA,60,0,20,40
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0
70,70,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,70,70,70,70
60,60,70,70,70,80,70,70,70,0,60,100,70,40,100,40,80,40,70,40,30,40,40,60,60,60,60
85,70,50,50,40,100,50,100,100,100,100,100,100,100,100,100,100,40,50,NA,50,100,40,60,70,50,80
30,70,40,60,0,50,40,0,0,0,50,59,50,50,50,50,50,30,0,30,50,50,50,15,60,40,50
30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,100,20,20
40,30,60,60,10,85,40,100,100,100,90,90,90,100,100,100,100,50,100,0,10,90,80,30,0,30,15
0,100,0,0,70,30,100,0,0,0,50,90,60,NA,50,85,85,70,0,70,70,70,50,0,100,0,0
0,70,60,70,30,60,100,60,70,60,70,100,100,50,50,50,50,85,70,70,50,50,50,15,70,0,60
15,85,60,85,60,60,50,15,15,0,60,NA,60,70,70,60,60,85,30,70,70,50,0,0,70,15,60
50,0,60,15,30,50,0,50,50,50,50,30,40,NA,NA,NA,NA,40,50,0,0,30,NA,55,0,30,0
40,15,50,40,30,60,15,30,30,15,50,60,50,100,50,40,50,40,50,0,50,NA,0,15,0,40,60
85,15,50,50,40,60,40,70,85,85,85,15,100,60,85,40,50,30,100,15,15,40,85,100,0,85,85
70,60,15,50,100,100,50,15,15,15,15,NA,50,100,100,15,50,15,100,50,50,50,0,70,40,30,30
70,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,50,70,60
100,40,70,85,60,85,70,60,70,70,50,50,50,60,100,NA,50,100,100,60,40,50,40,60,40,85,60
0,100,0,40,30,30,100,15,15,0,15,100,70,85,50,100,100,60,15,100,60,85,0,30,85,30,50
70,30,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,60,50,0,50,50,30,85,0,70,40
60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,60,0
60,0,80,15,25,50,0,100,50,30,25,50,75,50,50,40,40,25,25,50,50,40,40,60,15,60,60
60,40,70,60,25,90,80,70,90,90,90,90,100,85,85,NA,85,50,90,20,30,90,50,55,25,55,10
85,40,60,40,30,60,40,60,60,60,60,60,70,70,60,NA,70,70,60,15,15,60,40,85,15,85,15
0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,88,3,60
0,90,25,95,60,30,45,35,45,5,45,100,100,95,80,75,70,95,0,85,95,100,30,0,80,15,55
50,50,40,60,60,50,50,50,50,50,30,100,60,50,50,85,50,60,40,50,NA,50,40,50,30,50,50
0,100,0,40,60,50,0,0,50,0,0,100,100,50,50,50,50,100,0,100,100,100,50,0,100,0,50
0,100,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,100,0,0
NA,NA,85,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,60,60,50,60
0,60,10,70,60,15,60,40,50,15,50,60,60,50,50,50,50,60,0,60,70,100,25,0,50,0,50
0,70,0,90,55,20,35,0,NA,0,NA,85,60,50,50,50,50,70,0,75,60,90,NA,0,90,0,25
0,85,15,100,60,50,85,60,0,0,40,85,85,60,60,85,85,85,60,100,85,85,0,0,85,0,0
90,20,60,70,60,50,30,70,70,70,50,85,70,70,70,70,70,70,70,30,40,50,70,100,0,85,0
40,65,50,50,60,25,50,25,50,25,50,50,60,50,NA,50,50,50,60,50,50,45,25,38,60,40,55
85,0,50,60,15,60,50,50,50,50,50,50,50,NA,NA,NA,NA,40,50,0,50,50,NA,85,0,85,50
85,0,40,40,30,50,85,60,0,15,60,85,80,NA,100,85,100,40,90,90,0,60,50,100,0,85,70
65,40,85,50,50,50,40,85,85,85,85,85,85,85,85,85,85,60,85,15,15,50,50,65,10,70,10
85,0,70,0,0,70,0,100,100,70,85,NA,85,NA,70,70,70,50,100,0,0,0,70,100,0,85,0
85,0,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,100,0,0,50,50,0,40,85,0
100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,100,0
80,15,85,30,40,85,15,85,85,85,85,70,85,85,85,85,85,70,85,0,0,85,85,100,0,100,30
49,45,62,53,70,41,45,65,62,50,69,88,70,80,65,64,75,65,52,40,48,67,45,52,20,49,51
70,0,60,0,0,100,0,100,100,100,50,40,30,40,60,60,50,30,60,0,0,40,60,70,0,70,0
70,15,100,50,0,70,40,100,100,100,100,100,100,100,100,100,100,60,100,0,10,100,100,85,15,85,40
0,80,0,85,100,15,85,0,85,0,85,100,100,85,85,85,85,85,0,100,100,85,0,0,75,0,60
80,10,70,25,60,15,10,50,50,50,50,50,50,50,50,NA,50,70,15,1,25,50,50,75,0,60,10
40,70,40,60,85,70,40,50,100,50,50,NA,85,100,70,85,85,85,70,70,85,100,70,30,60,50,50
50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,50,50
0,70,15,75,70,40,85,15,5,5,5,95,75,85,NA,75,65,80,0,75,70,85,5,0,85,0,30
75,5,50,50,50,70,0,50,50,50,50,50,50,85,85,85,NA,60,50,0,40,50,30,80,0,80,70
0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,0,60
15,89,38,75,50,95,62,55,100,100,85,85,100,100,100,100,100,75,80,70,65,100,0,30,78,22,50
50,50,0,100,50,100,100,15,0,0,100,NA,100,100,100,100,100,70,85,85,70,100,30,60,15,40,50
0,70,15,85,85,40,90,15,30,15,0,100,85,70,70,60,70,85,0,85,85,85,0,0,85,0,30
100,100,85,85,85,85,85,70,15,15,15,85,85,100,100,70,50,85,70,85,15,85,50,100,50,100,50
50,40,60,60,45,75,48,45,50,50,50,50,50,55,50,50,50,90,0,50,52,95,50,85,35,85,60
30,30,60,40,85,70,50,70,60,60,60,NA,60,60,80,60,60,30,30,0,60,50,15,40,15,50,50
50,50,65,70,75,30,50,60,50,40,50,85,50,60,60,100,NA,60,85,50,60,45,NA,40,50,30,40
0,70,5,100,85,85,80,40,85,50,75,90,100,85,85,95,95,100,0,100,85,85,0,0,100,0,70
70,15,50,0,50,60,70,60,50,50,50,100,50,100,100,NA,85,70,100,0,0,50,50,100,0,60,50
70,40,40,60,40,60,60,40,50,60,60,60,60,50,50,50,50,60,60,60,30,40,50,70,50,60,50
