"ideo","pid","indiv_hwSuccess","indiv_failsame","indiv_willwork","egal_ensureEO","egal_probnoequal","egal_lessproblem","ofr_divineplan","ofr_lessable","sr_generations","sr_realchange","sr_tryhard","sr_workway","sr_welfare","sr_deserveless","sr_complaint","sr_crspeed"
0.85,1.38333333333333,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.25,1.5,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.05,1.26666666666667,4,4,5,1,2,2,1,1,2,3,4,4,4,3,3,3
1.21666666666667,1.21666666666667,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.4,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,2,5,2,5,5,1,1,5,5,4,5,5,4,3,5
0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.65,0.666666666666667,1,2,3,1,1,1,3,3,2,3,4,3,2,3,NA,3
1,0.516666666666667,4,4,5,1,4,4,4,4,4,3,5,4,2,4,2,5
0.783333333333333,0.566666666666667,4,4,4,5,4,4,1,1,2,3,5,4,2,4,2,3
1.48333333333333,0.983333333333333,5,2,4,1,2,3,1,1,1,5,2,2,2,3,5,3
0.783333333333333,1.38333333333333,4,4,4,1,1,1,4,2,3,3,4,4,3,4,4,3
1.16666666666667,1.43333333333333,5,4,5,1,5,3,1,1,2,3,4,5,4,4,4,3
0.6,1.36666666666667,4,3,4,2,2,3,3,3,4,3,4,5,3,3,3,3
1,1.31666666666667,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.5,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,2,4,1,4,4,4,2,4,3,4,4,2,4,4,3
1.16666666666667,1.16666666666667,4,3,4,1,4,3,1,1,2,3,2,2,2,4,4,3
0.5,1.45833333333333,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.883333333333333,1.625,1,2,4,1,1,1,1,1,2,3,2,2,2,2,2,3
1.175,0.666666666666667,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.26666666666667,1.26666666666667,4,4,5,2,4,4,2,2,2,3,4,4,5,4,4,5
0.783333333333333,0.733333333333333,4,4,3,2,3,3,1,1,3,1,3,3,4,4,4,3
0.566666666666667,0.325,3,2,4,1,1,1,1,3,2,5,4,2,4,3,2,3
0.683333333333333,0.616666666666667,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.325,5,5,5,1,5,5,4,1,5,5,5,5,1,5,5,5
0.833333333333333,0.9,NA,NA,NA,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1.60833333333333,NA,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.825,0.666666666666667,4,5,5,2,4,5,2,2,2,3,4,3,4,4,2,3
1.48333333333333,1.26666666666667,3,2,4,1,4,1,3,1,2,1,4,4,3,4,2,1
0.833333333333333,1.45833333333333,4,4,5,1,4,5,1,1,4,5,4,1,4,4,2,5
0,1.5,3,1,5,1,1,4,5,3,2,1,4,5,5,5,3,3
0.85,1.29166666666667,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.4,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.075,1,2,4,1,3,3,5,1,4,5,4,5,5,5,5,5
1.68333333333333,1.26666666666667,4,4,4,1,5,5,5,1,1,5,5,4,4,3,5,5
1.1,0.566666666666667,2,1,5,2,5,5,5,1,2,5,4,2,5,4,5,3
0.6,1.39166666666667,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.758333333333333,1.31666666666667,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.16666666666667,1,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.658333333333333,0.491666666666667,5,NA,5,1,1,1,2,1,2,5,5,5,3,5,5,3
0,0,5,3,5,2,4,1,5,1,4,3,4,5,4,5,4,5
1.48333333333333,0.833333333333333,NA,NA,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1.40833333333333,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.26666666666667,1.23333333333333,5,4,5,2,2,4,5,2,4,3,5,5,4,5,4,3
1.1,0.683333333333333,NA,NA,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.85,0.225,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.566666666666667,0.541666666666667,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.8,0.833333333333333,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.4,1,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.95,0.408333333333333,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,1.05,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.83333333333333,1.51666666666667,NA,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.51666666666667,1.39166666666667,5,3,5,1,4,4,2,1,4,5,3,3,4,4,4,3
1.40833333333333,1.925,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1.24166666666667,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.55,0.666666666666667,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,0.966666666666667,3,3,2,1,1,4,1,1,1,1,2,1,2,2,3,3
1.83333333333333,1.41666666666667,2,3,4,1,3,1,5,1,2,5,4,3,4,3,5,3
0.466666666666667,0.516666666666667,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.075,1,2,1,2,4,1,4,4,2,5,5,3,4,2,2,5
0.925,0.841666666666667,4,2,4,1,2,1,3,3,2,3,3,2,2,2,4,3
0.5,0.441666666666667,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.683333333333333,4,5,4,1,3,1,1,1,1,3,4,2,2,3,4,3
0.575,0.566666666666667,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.60833333333333,1.8,NA,NA,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.60833333333333,1.775,5,5,5,1,2,2,1,1,2,1,4,2,3,2,2,3
0.683333333333333,1,NA,NA,NA,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.683333333333333,0.466666666666667,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4,1.53333333333333,2,2,4,1,3,3,3,5,3,1,4,5,2,4,3,5
1.21666666666667,0.95,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.833333333333333,1.43333333333333,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.26666666666667,1.29166666666667,NA,NA,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.391666666666667,0.733333333333333,1,3,4,1,1,1,1,1,2,5,5,3,5,3,3,1
0.683333333333333,0.466666666666667,4,2,4,2,3,3,1,2,1,3,2,3,2,2,4,3
0.558333333333333,0.391666666666667,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.833333333333333,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.825,0,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.425,0.833333333333333,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.21666666666667,0.708333333333333,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1,1.38333333333333,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.516666666666667,0.35,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.925,1.26666666666667,1,1,5,1,1,1,4,3,2,1,4,5,5,4,NA,3
0.666666666666667,1.55,5,1,4,2,2,2,3,4,2,3,2,4,4,4,NA,5
0.316666666666667,0.15,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.48333333333333,1.7,5,3,5,1,5,1,1,1,1,3,5,5,4,4,3,5
1.15,1.05,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.633333333333333,0.391666666666667,4,4,4,2,2,1,1,1,1,3,2,2,2,2,2,3
0.95,0.566666666666667,2,4,4,2,2,4,4,1,2,1,2,3,2,2,4,3
1,0.566666666666667,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.75,1.16666666666667,5,2,5,1,1,2,5,2,2,3,5,5,4,5,3,5
1.43333333333333,1.26666666666667,1,3,1,5,5,5,5,1,1,3,1,5,3,4,5,3
0.9,0.333333333333333,5,2,3,1,1,1,1,1,5,1,1,5,1,5,4,5
1.11666666666667,1.33333333333333,5,1,5,1,1,5,1,1,4,5,5,4,1,5,5,1
1.33333333333333,0.35,4,2,4,3,3,2,1,1,2,1,3,4,4,4,4,NA
0.9,0.541666666666667,4,4,4,4,2,5,1,2,2,5,4,4,4,4,1,3
0.9,0.225,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.525,0.225,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.95,1.725,5,5,5,1,2,2,3,2,2,3,4,3,5,4,4,3
1,1.20833333333333,NA,NA,NA,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.53333333333333,1.725,NA,NA,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6,0.25,2,1,4,3,5,3,1,1,5,5,5,5,5,5,5,5
0.5,1.16666666666667,4,4,5,1,4,2,1,1,1,3,2,2,2,3,4,3
1.58333333333333,1.38333333333333,4,5,5,1,3,3,3,1,2,3,4,3,4,3,4,3
0.675,1.68333333333333,5,4,5,1,4,5,1,1,5,1,5,5,5,5,2,3
1.21666666666667,0.5,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.16666666666667,1,2,3,4,3,4,4,2,1,4,5,3,5,5,4,5,5
0.65,1.28333333333333,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.125,0.55,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.3,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.05,0.833333333333333,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.39166666666667,1.21666666666667,NA,NA,NA,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.11666666666667,1.675,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.075,0.591666666666667,4,2,4,1,2,2,5,1,4,5,5,5,5,5,1,5
0.5,1.33333333333333,1,2,5,1,2,3,4,4,2,1,5,4,4,2,2,5
1.31666666666667,1.38333333333333,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.175,0.491666666666667,3,4,5,2,2,3,5,4,3,3,4,5,3,2,2,3
1.36666666666667,1.65,NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.95,1,1,3,1,1,1,3,3,4,5,4,5,5,3,3,3
1,1,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.95,0.683333333333333,5,3,5,1,2,2,1,1,1,3,1,4,1,2,5,3
1,0.333333333333333,2,2,4,2,3,4,1,2,2,5,3,2,3,2,5,3
0.6,1.43333333333333,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.616666666666667,4,4,4,1,2,2,1,1,2,5,2,4,2,3,3,3
1.16666666666667,1,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.766666666666667,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.8,1,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.516666666666667,1,NA,NA,NA,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.05,1.675,3,2,5,1,3,2,3,2,3,5,3,3,3,3,3,3
1.19166666666667,1.16666666666667,4,4,2,1,2,4,1,1,2,3,3,4,1,3,5,1
1.63333333333333,1.33333333333333,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.15,0.666666666666667,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.68333333333333,1.85,1,4,4,4,5,2,1,1,4,5,4,5,5,4,5,3
0.625,0.583333333333333,1,1,5,2,2,1,5,1,2,5,5,5,5,1,1,5
1.53333333333333,1.29166666666667,2,4,2,4,5,NA,5,1,2,5,4,4,4,NA,NA,3
1.31666666666667,1.21666666666667,1,2,5,1,2,NA,1,1,2,5,2,5,5,4,5,5
1.26666666666667,1.21666666666667,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.95,1,1,1,1,4,1,3,3,4,3,5,3,1,5,5,3
1.63333333333333,1.60833333333333,2,4,4,5,5,4,1,1,5,5,5,2,2,2,4,3
0.875,0.275,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.33333333333333,1.55833333333333,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.60833333333333,1.65,2,3,5,1,4,2,1,1,2,5,3,4,2,2,NA,3
0.5,0.225,4,2,5,2,5,4,5,4,4,5,4,5,5,4,2,1
1.05,1.43333333333333,2,3,2,2,4,3,1,2,4,3,4,4,4,4,4,5
0.85,1.7,5,5,5,1,2,1,5,2,4,5,5,5,5,4,5,3
1.16666666666667,0.833333333333333,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.075,0,5,5,2,1,1,1,1,1,1,5,1,1,1,1,5,1
1.26666666666667,1,4,3,4,1,4,3,1,1,2,3,2,3,4,3,3,3
1.75833333333333,1.925,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.83333333333333,1.51666666666667,5,5,5,1,5,3,1,1,5,3,5,5,5,4,5,3
1,0.783333333333333,3,3,3,1,2,2,1,1,1,3,1,2,2,2,3,3
1.41666666666667,1.45833333333333,NA,NA,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.716666666666667,2,2,5,1,1,1,5,4,2,3,5,5,5,3,2,3
1.44166666666667,0.716666666666667,4,4,4,2,3,4,3,2,2,5,4,4,3,4,3,3
1.60833333333333,1.31666666666667,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,0.15,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.658333333333333,0.491666666666667,NA,NA,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.733333333333333,0.466666666666667,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.833333333333333,1.725,3,4,5,1,4,4,4,5,2,NA,5,5,2,3,4,5
1.55833333333333,0.35,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.683333333333333,0.733333333333333,2,2,2,1,1,1,1,1,1,3,1,2,2,3,4,3
1.26666666666667,1.43333333333333,2,4,5,1,2,5,1,1,2,5,4,4,4,4,2,3
0.5,0.516666666666667,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.68333333333333,0.616666666666667,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.21666666666667,0.616666666666667,5,4,5,2,4,2,3,1,2,3,3,4,2,3,3,3
1.05,1.33333333333333,2,2,5,2,2,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA
1.175,1.33333333333333,NA,NA,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.36666666666667,1.7,4,3,4,4,4,5,2,2,2,1,2,2,3,4,4,3
1.05,0.733333333333333,5,4,4,3,2,4,1,1,2,5,3,2,4,4,3,3
1.06666666666667,1.16666666666667,1,4,4,1,5,3,1,2,2,5,2,2,2,4,4,3
0.95,0.075,NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.775,1.85,1,4,4,1,2,2,1,2,4,3,2,4,4,5,4,3
1.26666666666667,1,2,3,4,2,2,3,3,3,3,3,3,4,2,3,4,3
2,1.075,1,5,4,1,5,4,2,3,5,5,4,5,2,5,5,5
0.825,0.666666666666667,1,1,5,1,1,2,3,3,4,1,5,5,5,5,3,3
0.5,1.16666666666667,4,2,4,1,2,2,4,2,4,5,4,5,4,5,4,5
0.5,0.666666666666667,NA,NA,NA,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1.775,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.13333333333333,0.833333333333333,1,2,5,1,5,2,5,1,5,5,5,5,5,4,5,5
0,0.791666666666667,NA,NA,NA,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.166666666666667,0.666666666666667,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,1.16666666666667,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.05,0.5,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.5,4,3,4,2,2,2,2,2,3,3,4,4,4,4,4,3
0.366666666666667,0.325,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.21666666666667,0.491666666666667,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.05,0.716666666666667,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.125,1.33333333333333,1,2,5,1,5,3,5,4,2,5,5,5,5,5,5,5
0.666666666666667,1.50833333333333,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.558333333333333,0.516666666666667,5,5,4,4,2,4,1,1,3,5,3,2,3,2,3,3
0.4,1.43333333333333,5,5,5,1,5,3,1,1,2,3,3,4,2,2,4,3
0,0,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.241666666666667,0.15,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.16666666666667,1.33333333333333,5,4,5,1,5,1,1,5,1,3,1,3,1,1,4,1
0,1,NA,NA,NA,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.075,1.45833333333333,2,1,4,1,2,2,4,2,2,1,4,4,4,3,4,3
1,1.28333333333333,2,2,4,2,3,4,3,4,3,5,2,4,4,4,4,3
1.225,1.7,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1.43333333333333,4,2,4,2,3,2,4,4,NA,5,4,4,5,5,NA,5
1,1.38333333333333,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.60833333333333,1.29166666666667,5,4,5,5,4,1,1,1,2,1,4,4,4,4,4,3
1.05,1.5,NA,NA,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.166666666666667,0,2,4,2,2,2,2,2,2,2,3,2,3,2,4,4,NA
1.40833333333333,0.666666666666667,5,4,5,1,4,1,3,1,1,3,2,3,4,2,4,3
1.05,1,1,5,5,2,5,1,2,1,5,5,3,5,4,5,3,3
1.21666666666667,0.766666666666667,4,3,4,4,5,4,1,3,1,5,3,5,3,5,5,3
0,0.833333333333333,4,5,5,2,2,4,4,1,3,3,4,5,5,5,5,3
1.33333333333333,1.48333333333333,NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.566666666666667,3,3,4,2,2,1,4,3,3,3,4,3,4,3,3,1
1.2,1.48333333333333,2,4,5,1,4,4,1,1,4,3,4,5,4,4,NA,3
0.241666666666667,0.491666666666667,NA,NA,NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.21666666666667,1.24166666666667,2,4,5,1,3,1,3,1,3,5,4,4,4,3,3,1
0.666666666666667,0.35,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.666666666666667,0.366666666666667,NA,NA,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.95,1.775,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.44166666666667,0,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.05,0.2,NA,5,5,3,2,2,5,3,3,5,5,5,5,5,5,5
1.05,0.833333333333333,NA,NA,NA,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.60833333333333,1.53333333333333,4,4,4,1,2,2,1,1,1,1,1,2,2,2,3,1
1.16666666666667,1.16666666666667,4,5,5,2,2,3,1,1,2,3,4,3,3,3,3,3
1,1.38333333333333,1,3,2,1,1,2,1,2,4,5,4,5,3,4,4,3
0.5,0.333333333333333,3,1,5,1,1,1,1,2,5,5,5,5,5,5,5,5
1.29166666666667,0.25,3,3,2,1,2,2,2,1,4,5,4,4,5,3,4,3
1.125,1.55833333333333,NA,NA,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.33333333333333,0.616666666666667,2,2,5,1,2,1,4,4,2,5,4,3,4,3,3,3
1,1,4,2,2,3,4,4,2,2,4,5,3,3,4,4,4,3
0.633333333333333,1.35,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.55833333333333,1.65,5,4,4,5,5,4,3,1,2,5,5,5,4,5,5,3
1.05,0.666666666666667,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.833333333333333,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.21666666666667,1,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,0.3,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.45,1.33333333333333,1,2,5,1,2,1,5,4,1,5,4,5,5,5,4,3
0.6,0.3,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.16666666666667,1.26666666666667,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.59166666666667,1.85,NA,NA,NA,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.21666666666667,1.26666666666667,NA,NA,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.16666666666667,0.566666666666667,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.683333333333333,0.733333333333333,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.31666666666667,0.708333333333333,4,2,4,2,2,2,4,2,2,5,2,4,NA,3,3,5
0.733333333333333,0.633333333333333,4,4,5,2,4,3,1,3,2,1,4,4,3,3,2,3
1.125,1,NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,1.11666666666667,4,5,4,2,2,2,4,3,3,1,4,4,4,3,3,3
1.33333333333333,1.45833333333333,2,2,5,1,2,NA,1,3,2,5,4,1,4,NA,4,5
1.275,1,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.716666666666667,1.16666666666667,3,1,4,1,2,2,1,1,5,1,1,2,2,4,1,1
0.733333333333333,0.4,4,4,2,2,2,3,2,2,4,3,4,4,4,4,4,3
1,1.26666666666667,5,2,5,1,4,4,1,1,4,3,4,2,1,3,3,3
1.55833333333333,0.15,3,2,4,2,5,4,1,4,5,5,5,5,5,5,5,5
1.15,1.16666666666667,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,0.833333333333333,4,3,3,1,3,3,5,1,2,5,2,NA,5,4,5,5
1.05,1.33333333333333,NA,NA,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.16666666666667,0.325,5,2,2,1,4,4,1,2,4,5,2,4,2,4,4,5
0.95,0.566666666666667,4,5,5,2,2,2,4,1,2,5,4,4,5,4,4,5
1.53333333333333,0.666666666666667,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,1.28333333333333,4,3,4,2,3,3,4,2,4,3,5,4,4,4,4,3
1,1.33333333333333,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.5,1,2,5,2,4,4,5,5,1,NA,NA,5,5,5,1,NA
0.758333333333333,1.16666666666667,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.45833333333333,1.75,1,2,5,1,2,1,1,2,2,3,2,4,4,4,4,3
0.55,1.43333333333333,2,1,4,1,1,2,5,2,3,1,4,3,4,3,3,5
0,1.50833333333333,3,5,5,1,2,5,1,1,5,5,5,3,3,3,3,3
1.26666666666667,1,NA,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.2,1.40833333333333,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.05,0.591666666666667,NA,NA,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1.25833333333333,1,2,5,1,2,4,1,1,5,5,4,4,2,5,5,3
1.1,1.16666666666667,5,4,5,2,4,1,5,3,4,5,4,5,4,4,4,5
0.55,1.16666666666667,4,4,4,1,3,1,1,1,5,5,4,3,5,5,5,5
0.95,0.45,5,4,5,1,1,2,1,1,2,5,5,5,5,2,4,3
0.683333333333333,1.18333333333333,2,5,2,2,1,4,1,1,2,1,1,2,1,3,2,1
0,1.33333333333333,5,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.683333333333333,0.225,NA,NA,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
